,OBJECTID,siteNo,location,SiteID,Easting,Northing,Current_,pollutants,InstrumentID,Exposure,tube_kerb,rec_kerb,comments,AQMA,Detailed_Location,Tube_Height,Elevation,Grid_ID,LocationClass,LAQM_Locationclass,Survey,RouteID,RouteSequenceID,Description,DateStart,DateEnd,Colocated,Duplicate_Triplicate,obstruction_m,obstruction_lt,inlet_flow_clear,junction_m,longitude,latitude
657,658,669,Temple Way Bridge-CAZ-Lamppost Temple Way Bridge,669,359511,172754,Yes,NO2,1,No,3.0,100.0,,Yes,Lamppost Temple Way Bridge,2.5,8.0,49.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,2.0,No,Yes,75.0,-2.5840770003758515,51.45230992204151
658,659,670,Bristol Hill-CAZ-Lamppost Bristol Hill,670,361749,170690,Yes,NO2,1,Yes,3.0,4.5,,Yes,Lamppost Bristol Hill,2.5,36.1,33.0,Urban Traffic,Roadside,CAZ,,0.0,,1609718400000.0,,,,1.0,Yes,Yes,25.0,-2.5516467041877102,51.433908109559994
659,660,671,North View Downs Park West,671,357381,175781,Yes,NO2,1,Yes,0.3,1.3,,No,On Lamp post near house opposite Downs Park West,2.0,89.0,,Urban Traffic,Kerbside,,,,,1619827200000.0,,,,1.0,Yes,Yes,88.0,-2.6150956255950404,51.47936926993521
660,661,672,Marlborough Street,672,358728,173520,Yes,NOX NO2 NO,2,Yes,3.0,3.0,New site for CAZ,Yes,Black roadside enclosure opposite the Old BRI. Junction of Lower Maudlin Street and Marlborough Street,1.5,32.0,56.0,Urban Traffic,Roadside,CAZ,,,This site was established as part of the air monitoring for Bristol's Clean Air Zone. It is on a heavily polluted corridor which serves the Bristol Royal Infirmary and is located to represent exposure of the public and workers on this road.,1625097600000.0,,,,1.0,Yes,No,25.0,-2.5954343626644922,51.45914050955768
661,662,673,Marlborough Street - co - located,673,358728,173520,Yes,NO2,1,Yes,3.0,3.0,,Yes,inside cage on enclosure,1.5,32.0,56.0,Urban Traffic,Roadside,CAZ,,,,1622505600000.0,,672.0,T,1.0,Yes,No,25.0,-2.5954343626644922,51.45914050955768
662,663,674,Troopers Hill Opposite No 30,674,363157,173215,Yes,NO2,1,Yes,1.2,6.0,Liveable Neighbourhoods,No,,2.1,53.9,61.0,Urban Background,Urban background,Liveable Neighbourhoods,,,,1640995200000.0,,,,4.0,No,Yes,121.0,-2.5316557905583377,51.45670441882739
663,664,675,Netham Lock Junction,675,361615,172728,Yes,NO2,1,No,1.5,186.0,Liveable Neighbourhoods,No,,2.1,10.2,51.0,Urban Background,Urban background,Liveable Neighbourhoods,,,,1640995200000.0,,,,9.0,No,Yes,35.0,-2.5537958735168855,51.45222321981322
664,665,676,Blackswarth Road Opposite St Patrick's School,676,361734,173291,Yes,NO2,1,Yes,2.2,6.0,Liveable Neighbourhoods,Yes,,2.1,38.2,59.0,Urban Background,Urban background,Liveable Neighbourhoods,,,,1640995200000.0,,,,2.0,No,Yes,236.0,-2.5521442003864774,51.4572933633816
665,666,677,Beaufort Road Opposite No 109,677,362105,173350,Yes,NO2,1,Yes,0.0,1.8,Liveable Neighbourhoods,Yes,,2.1,54.6,60.0,Urban Background,Urban background,Liveable Neighbourhoods,,,,1640995200000.0,,,,1.0,No,Yes,185.0,-2.546810895237937,51.45784879380862
666,667,678,Victoria Avenue Opposite No 90,678,361279,173283,Yes,NO2,1,Yes,1.5,1.5,Liveable Neighbourhoods,Yes,,2.1,24.9,59.0,Urban Background,Urban background,Liveable Neighbourhoods,,,,1640995200000.0,,,,2.0,No,Yes,273.0,-2.5586919915939825,51.45719045887098
667,668,679,Avonvale Road Opposite Bristol Futures Academy,679,361134,173034,Yes,NO2,1,Yes,0.3,2.3,Liveable Neighbourhoods,Yes,,2.1,18.9,59.0,Urban Background,Urban background,Liveable Neighbourhoods,,,,1640995200000.0,,,,2.0,No,Yes,348.0,-2.560751580989755,51.45494167652848
668,669,680,Morely Street/Bright Street Ped Crossing,680,360973,173193,Yes,NO2,1,Yes,1.5,5.5,Liveable Neighbourhoods,Yes,,2.1,28.7,58.0,Urban Background,Urban background,Liveable Neighbourhoods,,,,1640995200000.0,,,,1.0,Yes,Yes,171.0,-2.563086212225398,51.45636020313618
669,670,681,Russel Town Avenue Opposite Pheonix Social Enterprise Club,681,360985,173541,Yes,NO2,1,Yes,1.5,15.0,Liveable Neighbourhoods,Yes,,2.1,19.7,58.0,Urban Background,Urban background,Liveable Neighbourhoods,,,,1640995200000.0,,,,4.0,No,Yes,180.0,-2.562951881433163,51.45949000423615
670,671,682,Church Road Miss Millies,682,361359,173460,Yes,NO2,1,Yes,0.5,2.5,Liveable Neighbourhoods,Yes,,2.1,26.5,59.0,Urban Traffic,Roadside,Liveable Neighbourhoods,,,,1640995200000.0,,,,1.0,No,Yes,353.0,-2.557559906709684,51.45878738771557
671,672,683,Victoria Parade Opposite No 39,683,361451,173617,Yes,NO2,1,Yes,1.5,3.0,Liveable Neighbourhoods,Yes,,2.1,29.7,59.0,Urban Background,Urban background,Liveable Neighbourhoods,,,,1640995200000.0,,,,2.0,No,Yes,247.0,-2.5562528847580266,51.46020528130949
672,673,684,Lyppiatt Road Opposite No 25,684,361597,173622,Yes,NO2,1,Yes,1.0,4.5,Liveable Neighbourhoods,Yes,,2.1,29.0,59.0,Urban Background,Urban background,Liveable Neighbourhoods,,,,1640995200000.0,,,,4.0,No,Yes,197.0,-2.554151969693373,51.46026016565202
673,674,56033_1,Stapleton Road HE,685,361143,175464,Yes,NO2,1,Yes,1.2,3.7,Highways England 2022,Yes,,2.3,15.0,,Urban Traffic,Roadside,Highways England 2022,,,,1656892800000.0,,,T,,No,No,,-2.560889772766397,51.476790807031186
674,675,56033_2,Glenfrome Road stonewall LP HE,686,361152,175673,Yes,NO2,1,No,0.4,1.7,Highways England 2022,Yes,,2.4,14.0,,Urban Traffic,Kerbside,Highways England 2022,,,,1656892800000.0,,,T,,No,No,,-2.560783285070573,51.47867053420647
675,676,56033_3,B4058 East of M32 stonewall LP HE,687,361225,175818,Yes,NO2,1,Yes,2.7,4.0,Highways England 2022,Yes,,2.5,27.0,,Urban Traffic,Roadside,Highways England 2022,,,,1656892800000.0,,,T,,No,No,,-2.5597481564664184,51.47997923425112
676,677,56033_4,Napier Road 20mph LP HE,688,360907,174857,Yes,NO2,1,Yes,0.7,20.7,Highways England 2022,Yes,,2.4,15.0,,Urban Traffic,Kerbside,Highways England 2022,,,,1656892800000.0,,,T,,No,No,,-2.564220362755663,51.471317016368374
677,678,56033_5,505 Stapleton Road Easton LP HE,689,360997,174898,Yes,NO2,1,Yes,1.4,4.4,Highways England 2022,Yes,,2.4,15.0,,Urban Traffic,Roadside,Highways England 2022,,,,1656892800000.0,,,T,,No,No,,-2.562929196868186,51.471691852568206
678,679,56033_6,Stapleton Rd Freemantle rd LP HE,690,361136,175114,Yes,NO2,1,Yes,4.2,7.7,Highways England 2022,Yes,,2.4,18.0,,Urban Traffic,Roadside,Highways England 2022,,,,1656892800000.0,,,T,,No,No,,-2.5609518873021107,51.473643472930775
679,680,56033_7,Stapleton Rd Heath St Cycles sign HE,691,361104,175051,Yes,NO2,1,Yes,0.5,2.9,Highways England 2022,Yes,,2.3,18.0,,Urban Traffic,Kerbside,Highways England 2022,,,,1656892800000.0,,,T,,No,No,,-2.5614056419698326,51.47307484017571
680,681,74768_1,New Gatton Rd barrier LP HE,692,360459,174495,Yes,NO2,1,Yes,0.5,20.5,Highways England 2022,Yes,,2.3,15.0,,Urban Traffic,Kerbside,Highways England 2022,,,,1656892800000.0,,,T,,No,No,,-2.5706294928507276,51.4680311194439
681,682,74768_2,Stairway bridge M32 J3 HE,693,360427,174439,Yes,NO2,1,No,1.3,31.3,Highways England 2022,Yes,,2.4,12.0,,Urban Traffic,Roadside,Highways England 2022,,,,1656892800000.0,,,T,,No,No,,-2.571083866717215,51.46752537786026
682,683,74768_3,Fox Rd 26 LP HE,694,360515,174431,Yes,NO2,1,Yes,1.7,11.7,Highways England 2022,Yes,,2.4,15.0,,Urban Traffic,Roadside,Highways England 2022,,,,1656892800000.0,,,T,,No,No,,-2.5698161521506373,51.46745961497519
683,684,74768_4,Lower Ashley Rd Millpond Sch LP HE,695,360467,174302,Yes,NO2,1,Yes,1.5,11.5,Highways England 2022,Yes,,2.4,18.0,,Urban Traffic,Roadside,Highways England 2022,,,,1656892800000.0,,,T,,No,No,,-2.5704926948083164,51.466296384780215
684,685,74768_5,Mina Rd M32 AAPEX LP HE,696,360232,174386,Yes,NO2,1,Yes,1.3,3.7,Highways England 2022,Yes,,2.3,12.0,,Urban Traffic,Roadside,Highways England 2022,,,,1656892800000.0,,,T,,No,No,,-2.5738850357202794,51.46703513848245
685,686,74768_6,Gable Rd M32 barrier LP HE,697,360303,174380,Yes,NO2,1,No,1.3,13.3,Highways England 2022,Yes,,2.4,12.0,,Urban Traffic,Kerbside,Highways England 2022,,,,1656892800000.0,,,T,,No,No,,-2.5728622816605333,51.46698619076956
686,687,,Portway - Sylvan Way,698,354633,176588,Yes,NO2,1,No,2.0,0.0,,No,On lamppost southbound layby south of junction,2.0,23.0,88.0,Roadside,Roadside,CAZ,,,,1672617600000.0,,,,,No,No,,-2.6547679119042153,51.48641061994922
687,688,,Portway - Roman Way,699,355122,175764,Yes,NO2,1,No,2.0,0.0,,No,Lamppost by ped crossing southbound,2.0,19.0,76.0,Roadside,Roadside,CAZ,,,,1672617600000.0,,,,,No,No,,-2.647620876172448,51.47904125095154
688,689,,Portway - Bridge Valley Road,700,356336,173464,Yes,NO2,1,No,1.0,0.0,,No,On traffic island between BVR and portway,2.0,18.0,54.0,Roadside,Kerbside,CAZ,,,,1672617600000.0,,,,,No,No,,-2.6298554930672178,51.45845682536582
689,690,,Blackboy Hill_Traffic light on pedestrian crossing,701,357448,174634,Yes,NO2,1,No,0.3,3.0,,No,,2.3,,,,Roadside,,,,,1704412800000.0,,,,,,,,-2.6139922330997893,51.46906163168295
690,691,,Lamb Street_CAZ signpost by George Jones Park,702,359833,173376,Yes,NO2,1,No,3.0,0.0,,Yes,,2.3,,,,Roadside,CAZ,,,,1704153600000.0,,,,,,,,-2.5795138851667607,51.45792559992801
691,692,,Sussex Place_No loading signpost,703,359829,174376,Yes,NO2,1,Yes,1.8,8.5,,Yes,,2.1,,,,Roadside,,,,,1704326400000.0,,,,,,,,-2.579685272307403,51.46691667467883
692,693,,Bedminster Down Rd junction with Winterstoke Close_CAZ,704,357724,170651,Yes,NO2,1,Yes,1.6,15.0,,Yes,,2.2,,,,Roadside,,,,,1704412800000.0,,,,,,,,-2.609542554307664,51.433270897412555
693,694,,A4044 Roundabout_Traffic Light,705,359506,173139,Yes,NO2,1,No,0.8,100.0,,Yes,,2.2,,,,Roadside,,,,,1712188800000.0,,,,,,,,-2.584193042375873,51.455771244580525
694,695,,Speedwell Road_near Wackum Inn,706,362449,174228,Yes,NO2,1,Yes,1.0,10.0,,No,,2.3,,,,Roadside,,,,,1722384000000.0,,,,,,,,-2.5419535128223014,51.46576596937718
695,696,,Rodney Road junction with Whiteway Road,707,363424,174168,Yes,NO2,1,Yes,0.7,7.5,,No,,2.3,,,,Roadside,,,,,1722384000000.0,,,,,,,,-2.5279124420175134,51.46529043268529
696,697,,Whiteway Road junction with A420,708,362882,173755,Yes,NO2,1,Yes,0.7,0.8,,No,,2.3,,,,Roadside,,,,,1722470400000.0,,,,,,,,-2.5356705609472345,51.4615416882718
697,698,,Air Balloon Hill Primary School,709,363234,173422,Yes,NO2,1,No,0.6,0.0,,No,,2.3,,,,Roadside,,,,,1722384000000.0,,,,,,,,-2.530569245243335,51.458570621919755
698,699,,Nags Head Hill,710,363548,172933,Yes,NO2,1,Yes,0.7,9.0,,No,,2.3,,,,Roadside,,,,,1722384000000.0,,,,,,,,-2.5259994213446975,51.45419426540695
699,700,,Barton Hill Academy,711,360877,172939,Yes,NO2,1,No,1.0,0.0,,Yes,,2.3,,,,Roadside,,,,,1722384000000.0,,,,,,,,-2.5644398053427326,51.45406977069751
